Species,Genus,Family,RangeSize,Groups
Torreyochloa natans,Torreyochloa,Poaceae,12,Restricted
Utricularia fenshamii,Utricularia,Lentibulariaceae,12,Restricted
Utricularia floridana,Utricularia,Lentibulariaceae,12,Restricted
Aeschynomene parviflora,Aeschynomene,Fabaceae,11,Restricted
Alisma nanum,Alisma,Alismataceae,11,Restricted
Alnus maritima,Alnus,Betulaceae,11,Restricted
Apinagia staheliana,Apinagia,Podostemaceae,11,Restricted
Aponogeton nudiflorus,Aponogeton,Aponogetonaceae,11,Restricted
Aponogeton tofus,Aponogeton,Aponogetonaceae,11,Restricted
Arundinella leptochloa,Arundinella,Poaceae,11,Restricted
Bacopa cochlearia,Bacopa,Plantaginaceae,11,Restricted
Bidens eatonii,Bidens,Asteraceae,11,Restricted
Blyxa radicans,Blyxa,Hydrocharitaceae,11,Restricted
Callitriche nubigena,Callitriche,Plantaginaceae,11,Restricted
Commelina fluviatilis,Commelina,Commelinaceae,11,Restricted
Cotula filifolia,Cotula,Asteraceae,11,Restricted
Downingia pulchella,Downingia,Campanulaceae,11,Restricted
Elatine ecuadoriensis,Elatine,Elatinaceae,11,Restricted
Eleocharis atrospiculata,Eleocharis,Cyperaceae,11,Restricted
Eleocharis ayacuchensis,Eleocharis,Cyperaceae,11,Restricted
Eleocharis maximowiczii,Eleocharis,Cyperaceae,11,Restricted
Epilobium laxum,Epilobium,Onagraceae,11,Restricted
Erythranthe lutea,Erythranthe,Phrymaceae,11,Restricted
Howellia aquatilis,Howellia,Campanulaceae,11,Restricted
Hydrotriche hottoniiflora,Hydrotriche,Plantaginaceae,11,Restricted
Hygrochloa cravenii,Hygrochloa,Poaceae,11,Restricted
Isoetes boliviensis,Isoetes,Isoetaceae,11,Restricted
Isoetes hypsophila,Isoetes,Isoetaceae,11,Restricted
Isoetes karstenii,Isoetes,Isoetaceae,11,Restricted
Isoetes transvaalensis,Isoetes,Isoetaceae,11,Restricted
Lagarosiphon verticillifolius,Lagarosiphon,Hydrocharitaceae,11,Restricted
Mourera alcicornis,Mourera,Podostemaceae,11,Restricted
Myriophyllum decussatum,Myriophyllum,Haloragaceae,11,Restricted
Noveloa coulteriana,Noveloa,Podostemaceae,11,Restricted
Nymphoides furculifolia,Nymphoides,Menyanthaceae,11,Restricted
Ottelia muricata,Ottelia,Hydrocharitaceae,11,Restricted
Potamogeton antaicus,Potamogeton,Potamogetonaceae,11,Restricted
Potamophila parviflora,Potamophila,Poaceae,11,Restricted
Proserpinaca x intermedia,Proserpinaca,Haloragaceae,11,Restricted
Ranunculus kauffmannii,Ranunculus,Ranunculaceae,11,Restricted
Rotala densiflora,Rotala,Lythraceae,11,Restricted
Rotala serpiculoides,Rotala,Lythraceae,11,Restricted
Ruppia filifolia,Ruppia,Ruppiaceae,11,Restricted
Sagittaria sprucei,Sagittaria,Alismataceae,11,Restricted
Schoenoplectiella komarovii,Schoenoplectiella,Cyperaceae,11,Restricted
Sphenoclea dalzielii,Sphenoclea,Sphenocleaceae,11,Restricted
Syngonanthus anthemidiflorus,Syngonanthus,Eriocaulaceae,11,Restricted
Typha subulata,Typha,Typhaceae,11,Restricted
Utricularia tubulata,Utricularia,Lentibulariaceae,11,Restricted
Utricularia volubilis,Utricularia,Lentibulariaceae,11,Restricted
Anubias afzelii,Anubias,Araceae,10,Restricted
Blyxa senegalensis,Blyxa,Hydrocharitaceae,10,Restricted
Coelachne infirma,Coelachne,Poaceae,10,Restricted
Crinum bulbispermum,Crinum,Amaryllidaceae,10,Restricted
Cyperus meeboldii,Cyperus,Cyperaceae,10,Restricted
Eleocharis carniolica,Eleocharis,Cyperaceae,10,Restricted
Eriocaulon quinquangulare,Eriocaulon,Eriocaulaceae,10,Restricted
Eriocaulon seemannii,Eriocaulon,Eriocaulaceae,10,Restricted
Gratiola heterosepala,Gratiola,Plantaginaceae,10,Restricted
Hydrostachys stolonifera,Hydrostachys,Hydrostachyaceae,10,Restricted
Hygrochloa aquatica,Hygrochloa,Poaceae,10,Restricted
Isoetes appalachiana,Isoetes,Isoetaceae,10,Restricted
Isoetes histrix,Isoetes,Isoetaceae,10,Restricted
Isoetes palmeri,Isoetes,Isoetaceae,10,Restricted
Juncus orchonicus,Juncus,Juncaceae,10,Restricted
Lythrum volgense,Lythrum,Lythraceae,10,Restricted
Marsilea nubica,Marsilea,Marsileaceae,10,Restricted
Myriophyllum austropygmaeum,Myriophyllum,Haloragaceae,10,Restricted
Myriophyllum limnophilum,Myriophyllum,Haloragaceae,10,Restricted
Najas ancistrocarpa,Najas,Hydrocharitaceae,10,Restricted
Navarretia prostrata,Navarretia,Polemoniaceae,10,Restricted
Nymphaea tenuinervia,Nymphaea,Nymphaeaceae,10,Restricted
Nymphoides spongiosa,Nymphoides,Menyanthaceae,10,Restricted
Podagrostis trichodes,Podagrostis,Poaceae,10,Restricted
Podostemum irgangii,Podostemum,Podostemaceae,10,Restricted
Polygonum romanum,Polygonum,Polygonaceae,10,Restricted
Ranunculus batrachioides,Ranunculus,Ranunculaceae,10,Restricted
Rotala cordata,Rotala,Lythraceae,10,Restricted
Schoenoplectiella lineolata,Schoenoplectiella,Cyperaceae,10,Restricted
Senecio paraguariensis,Senecio,Asteraceae,10,Restricted
Shinnersia rivularis,Shinnersia,Asteraceae,10,Restricted
Sparganium probatovae,Sparganium,Typhaceae,10,Restricted
Spermacoce gracillima,Spermacoce,Rubiaceae,10,Restricted
Spermacoce pulchristipula,Spermacoce,Rubiaceae,10,Restricted
Sphaerothylax abyssinica,Sphaerothylax,Podostemaceae,10,Restricted
Subularia monticola,Subularia,Brassicaceae,10,Restricted
Syngonanthus bellus,Syngonanthus,Eriocaulaceae,10,Restricted
Trithuria australis,Trithuria,Hydatellaceae,10,Restricted
Urospatha angustiloba,Urospatha,Araceae,10,Restricted
Urospatha edwallii,Urospatha,Araceae,10,Restricted
Utricularia fistulosa,Utricularia,Lentibulariaceae,10,Restricted
Utricularia triflora,Utricularia,Lentibulariaceae,10,Restricted
Xyris dawsonii,Xyris,Xyridaceae,10,Restricted
Aeschynomene rostrata,Aeschynomene,Fabaceae,9,Restricted
Apinagia digitata,Apinagia,Podostemaceae,9,Restricted
Aponogeton bernierianus,Aponogeton,Aponogetonaceae,9,Restricted
Aponogeton decaryi,Aponogeton,Aponogetonaceae,9,Restricted
Aponogeton ulvaceus,Aponogeton,Aponogetonaceae,9,Restricted
Callitriche antarctica,Callitriche,Plantaginaceae,9,Restricted
Castelnavia fluitans,Castelnavia,Podostemaceae,9,Restricted
Cryptocoryne ciliata,Cryptocoryne,Araceae,9,Restricted
Cryptocoryne retrospiralis,Cryptocoryne,Araceae,9,Restricted
Cryptocoryne striolata,Cryptocoryne,Araceae,9,Restricted
Cuphea pascuorum,Cuphea,Lythraceae,9,Restricted
Cyperus cellulosoreticulatus,Cyperus,Cyperaceae,9,Restricted
Downingia pusilla,Downingia,Campanulaceae,9,Restricted
Eclipta megapotamica,Eclipta,Asteraceae,9,Restricted
Elatine hungarica,Elatine,Elatinaceae,9,Restricted
Elatine lorentziana,Elatine,Elatinaceae,9,Restricted
Eleocharis endounifascis,Eleocharis,Cyperaceae,9,Restricted
Eleocharis rugosa,Eleocharis,Cyperaceae,9,Restricted
Elytrophorus globularis,Elytrophorus,Poaceae,9,Restricted
Eriocaulon atrum,Eriocaulon,Eriocaulaceae,9,Restricted
Eriocaulon fuliginosum,Eriocaulon,Eriocaulaceae,9,Restricted
Eriocaulon leptophyllum,Eriocaulon,Eriocaulaceae,9,Restricted
Eriocaulon magnificum,Eriocaulon,Eriocaulaceae,9,Restricted
Fimbristylis argentea,Fimbristylis,Cyperaceae,9,Restricted
Harperella nodosa,Harperella,Apiaceae,9,Restricted
Hygrophila difformis,Hygrophila,Acanthaceae,9,Restricted
Inversodicraea ledermannii,Inversodicraea,Podostemaceae,9,Restricted
Isoetes delilei,Isoetes,Isoetaceae,9,Restricted
Isoetes hyemalis,Isoetes,Isoetaceae,9,Restricted
Juncus socotranus,Juncus,Juncaceae,9,Restricted
Ledermanniella bifurcata,Ledermanniella,Podostemaceae,9,Restricted
Marathrum capillaceum,Marathrum,Podostemaceae,9,Restricted
Myriophyllum callitrichoides,Myriophyllum,Haloragaceae,9,Restricted
Nymphaea atrans,Nymphaea,Nymphaeaceae,9,Restricted
Nymphoides brevipedicellata,Nymphoides,Menyanthaceae,9,Restricted
Nymphoides elliptica,Nymphoides,Menyanthaceae,9,Restricted
Nymphoides triangularis,Nymphoides,Menyanthaceae,9,Restricted
Oldenlandia dusenii,Oldenlandia,Rubiaceae,9,Restricted
Ornduffia submersa,Ornduffia,Menyanthaceae,9,Restricted
Oryza minuta,Oryza,Poaceae,9,Restricted
Podostemum scaturiginum,Podostemum,Podostemaceae,9,Restricted
Potamogeton biformis,Potamogeton,Potamogetonaceae,9,Restricted
Pseudoraphis brunoniana,Pseudoraphis,Poaceae,9,Restricted
Ranunculus lobbii,Ranunculus,Ranunculaceae,9,Restricted
Sagittaria lichuanensis,Sagittaria,Alismataceae,9,Restricted
Sagittaria teres,Sagittaria,Alismataceae,9,Restricted
Schoenoplectiella wallichii,Schoenoplectiella,Cyperaceae,9,Restricted
Scirpus longii,Scirpus,Cyperaceae,9,Restricted
Trimezia violacea,Trimezia,Iridaceae,9,Restricted
Utricularia leptorhyncha,Utricularia,Lentibulariaceae,9,Restricted
Vallisneria denseserrulata,Vallisneria,Hydrocharitaceae,9,Restricted
Villarsia capensis,Villarsia,Menyanthaceae,9,Restricted
Albidella nymphaeifolia,Albidella,Alismataceae,8,Restricted
Aponogeton cuneatus,Aponogeton,Aponogetonaceae,8,Restricted
Burmannia pusilla,Burmannia,Burmanniaceae,8,Restricted
Castelnavia multipartita,Castelnavia,Podostemaceae,8,Restricted
Ceratolacis pedunculatum,Ceratolacis,Podostemaceae,8,Restricted
Cleome cordobensis,Cleome,Cleomaceae,8,Restricted
Cuphea arenarioides,Cuphea,Lythraceae,8,Restricted
Cuphea corisperma,Cuphea,Lythraceae,8,Restricted
Cyperus megapotamicus,Cyperus,Cyperaceae,8,Restricted
Cyperus salzmannianus,Cyperus,Cyperaceae,8,Restricted
Downingia montana,Downingia,Campanulaceae,8,Restricted
Eleocharis laeviglumis,Eleocharis,Cyperaceae,8,Restricted
Eryngium variifolium,Eryngium,Apiaceae,8,Restricted
Isoetes bischlerae,Isoetes,Isoetaceae,8,Restricted
Isoetes kirkii,Isoetes,Isoetaceae,8,Restricted
Isoetes pedersenii,Isoetes,Isoetaceae,8,Restricted
Isoetes savatieri,Isoetes,Isoetaceae,8,Restricted
Isoetes valida,Isoetes,Isoetaceae,8,Restricted
Laurembergia coccinea,Laurembergia,Haloragaceae,8,Restricted
Liparophyllum lasiospermum,Liparophyllum,Menyanthaceae,8,Restricted
Liparophyllum latifolium,Liparophyllum,Menyanthaceae,8,Restricted
Liparophyllum violifolium,Liparophyllum,Menyanthaceae,8,Restricted
Lophogyne royenella,Lophogyne,Podostemaceae,8,Restricted
Myriophyllum drummondii,Myriophyllum,Haloragaceae,8,Restricted
Myriophyllum porcatum,Myriophyllum,Haloragaceae,8,Restricted
Najas hagerupii,Najas,Hydrocharitaceae,8,Restricted
Najas schweinfurthii,Najas,Hydrocharitaceae,8,Restricted
Nymphaea jacobsii,Nymphaea,Nymphaeaceae,8,Restricted
Nymphoides simulans,Nymphoides,Menyanthaceae,8,Restricted
Orcuttia tenuis,Orcuttia,Poaceae,8,Restricted
Ottelia kunenensis,Ottelia,Hydrocharitaceae,8,Restricted
Paspalum palustre,Paspalum,Poaceae,8,Restricted
Paspalum stagnophilum,Paspalum,Poaceae,8,Restricted
Pontederia paradoxa,Pontederia,Pontederiaceae,8,Restricted
Ranunculus ashibetsuensis,Ranunculus,Ranunculaceae,8,Restricted
Ranunculus minutiflorus,Ranunculus,Ranunculaceae,8,Restricted
Ranunculus psychrophilus,Ranunculus,Ranunculaceae,8,Restricted
Rorippa calycina,Rorippa,Brassicaceae,8,Restricted
Rorippa clandestina,Rorippa,Brassicaceae,8,Restricted
Sagittaria ambigua,Sagittaria,Alismataceae,8,Restricted
Sagittaria intermedia,Sagittaria,Alismataceae,8,Restricted
Schoenoplectus nipponicus,Schoenoplectus,Cyperaceae,8,Restricted
Scirpoides varia,Scirpoides,Cyperaceae,8,Restricted
Spathicarpa lanceolata,Spathicarpa,Araceae,8,Restricted
Spermacoce neotenuis,Spermacoce,Rubiaceae,8,Restricted
Stemodia hassleriana,Stemodia,Plantaginaceae,8,Restricted
Symphyllocarpus exilis,Symphyllocarpus,Asteraceae,8,Restricted
Typha przewalskii,Typha,Typhaceae,8,Restricted
Urospatha wurdackii,Urospatha,Araceae,8,Restricted
Utricularia chiribiquetensis,Utricularia,Lentibulariaceae,8,Restricted
Utricularia nelumbifolia,Utricularia,Lentibulariaceae,8,Restricted
Xanthosoma aristeguietae,Xanthosoma,Araceae,8,Restricted
Agrostis longiberbis,Agrostis,Poaceae,7,Restricted
Agrostis platensis,Agrostis,Poaceae,7,Restricted
Althenia orientalis,Althenia,Potamogetonaceae,7,Restricted
Anaphyllopsis americana,Anaphyllopsis,Araceae,7,Restricted
Aponogeton crispus,Aponogeton,Aponogetonaceae,7,Restricted
Aponogeton longiplumulosus,Aponogeton,Aponogetonaceae,7,Restricted
Cardamine geraniifolia,Cardamine,Brassicaceae,7,Restricted
Cipoia inserta,Cipoia,Podostemaceae,7,Restricted
Cyperus affinis,Cyperus,Cyperaceae,7,Restricted
Cyperus alulatus,Cyperus,Cyperaceae,7,Restricted
Cyperus arenarius,Cyperus,Cyperaceae,7,Restricted
Dalzellia ceylanica,Dalzellia,Podostemaceae,7,Restricted
Dopatrium nudicaule,Dopatrium,Plantaginaceae,7,Restricted
Elatine heterandra,Elatine,Elatinaceae,7,Restricted
Elatine lindbergii,Elatine,Elatinaceae,7,Restricted
Eleocharis glaucovirens,Eleocharis,Cyperaceae,7,Restricted
Enydra sessilifolia,Enydra,Asteraceae,7,Restricted
Epaltes divaricata,Epaltes,Asteraceae,7,Restricted
Eriocaulon carajense,Eriocaulon,Eriocaulaceae,7,Restricted
Eriocaulon schochianum,Eriocaulon,Eriocaulaceae,7,Restricted
Eriocaulon spruceanum,Eriocaulon,Eriocaulaceae,7,Restricted
Eriocaulon volkensii,Eriocaulon,Eriocaulaceae,7,Restricted
Eriocaulon xeranthemum,Eriocaulon,Eriocaulaceae,7,Restricted
Hydrocleys modesta,Hydrocleys,Alismataceae,7,Restricted
Hygrophila corymbosa,Hygrophila,Acanthaceae,7,Restricted
Hymenachne assamica,Hymenachne,Poaceae,7,Restricted
Hyptis pachyarthra,Hyptis,Lamiaceae,7,Restricted
Isachne goiasensis,Isachne,Poaceae,7,Restricted
Isoetes elatior,Isoetes,Isoetaceae,7,Restricted
Isoetes gunnii,Isoetes,Isoetaceae,7,Restricted
Isoetes humilior,Isoetes,Isoetaceae,7,Restricted
Isoetes nigritiana,Isoetes,Isoetaceae,7,Restricted
Isoetes stellenbossiensis,Isoetes,Isoetaceae,7,Restricted
Isoetes welwitschii,Isoetes,Isoetaceae,7,Restricted
Limnophila ceratophylloides,Limnophila,Plantaginaceae,7,Restricted
Limnophyton fluitans,Limnophyton,Alismataceae,7,Restricted
Myosotis laxa,Myosotis,Boraginaceae,7,Restricted
Myriophyllum artesium,Myriophyllum,Haloragaceae,7,Restricted
Nuphar sagittifolia,Nuphar,Nymphaeaceae,7,Restricted
Nymphaea georginae,Nymphaea,Nymphaeaceae,7,Restricted
Nymphoides forbesiana,Nymphoides,Menyanthaceae,7,Restricted
Nymphoides rautanenii,Nymphoides,Menyanthaceae,7,Restricted
Panicum aquarum,Panicum,Poaceae,7,Restricted
Platycaulos mahonii,Platycaulos,Restionaceae,7,Restricted
Pogostemon yatabeanus,Pogostemon,Lamiaceae,7,Restricted
Pontederia triflora,Pontederia,Pontederiaceae,7,Restricted
Potamogeton sarmaticus,Potamogeton,Potamogetonaceae,7,Restricted
Pseudoraphis minuta,Pseudoraphis,Poaceae,7,Restricted
Rhynchospora thornei,Rhynchospora,Cyperaceae,7,Restricted
Rotala lucalensis,Rotala,Lythraceae,7,Restricted
Ruppia didyma,Ruppia,Ruppiaceae,7,Restricted
Salvinia molesta,Salvinia,Salviniaceae,7,Restricted
Senecio erisithalifolius,Senecio,Asteraceae,7,Restricted
Senecio paulensis,Senecio,Asteraceae,7,Restricted
Spirodela oligorrhiza,Spirodela,Araceae,7,Restricted
Tetrachondra patagonica,Tetrachondra,Tetrachondraceae,7,Restricted
Utricularia hamiltonii,Utricularia,Lentibulariaceae,7,Restricted
Wolffia cylindracea,Wolffia,Araceae,7,Restricted
Aeschynomene selloi,Aeschynomene,Fabaceae,6,Restricted
Aneilema mortonii,Aneilema,Commelinaceae,6,Restricted
Apinagia hulkiana,Apinagia,Podostemaceae,6,Restricted
Callitriche fehmedianii,Callitriche,Plantaginaceae,6,Restricted
Caperonia stenophylla,Caperonia,Euphorbiaceae,6,Restricted
Carex leersii,Carex,Cyperaceae,6,Restricted
Chikusichloa aquatica,Chikusichloa,Poaceae,6,Restricted
Commelina ascendens,Commelina,Commelinaceae,6,Restricted
Convolvulus durandoi,Convolvulus,Convolvulaceae,6,Restricted
Cyperus ceylanicus,Cyperus,Cyperaceae,6,Restricted
Dicraeanthus africanus,Dicraeanthus,Podostemaceae,6,Restricted
Dopatrium lobelioides,Dopatrium,Plantaginaceae,6,Restricted
Eleocharis ravenelii,Eleocharis,Cyperaceae,6,Restricted
Eriocaulon palustre,Eriocaulon,Eriocaulaceae,6,Restricted
Eryngium fluitans,Eryngium,Apiaceae,6,Restricted
Fimbristylis perpusilla,Fimbristylis,Cyperaceae,6,Restricted
Galianthe equisetoides,Galianthe,Rubiaceae,6,Restricted
Genlisea lobata,Genlisea,Lentibulariaceae,6,Restricted
Hydrocleys mattogrossensis,Hydrocleys,Alismataceae,6,Restricted
Hydrostachys maximus,Hydrostachys,Hydrostachyaceae,6,Restricted
Inversodicraea cristata,Inversodicraea,Podostemaceae,6,Restricted
Isoetes capensis,Isoetes,Isoetaceae,6,Restricted
Isoetes habbemensis,Isoetes,Isoetaceae,6,Restricted
Isoetes martii,Isoetes,Isoetaceae,6,Restricted
Isoetes ramboi,Isoetes,Isoetaceae,6,Restricted
Lagarosiphon hydrilloides,Lagarosiphon,Hydrocharitaceae,6,Restricted
Lagenandra ovata,Lagenandra,Araceae,6,Restricted
Ledermanniella aloides,Ledermanniella,Podostemaceae,6,Restricted
Limnophila micrantha,Limnophila,Plantaginaceae,6,Restricted
Liparophyllum congestiflorum,Liparophyllum,Menyanthaceae,6,Restricted
Marathrum schiedeanum,Marathrum,Podostemaceae,6,Restricted
Marsilea farinosa,Marsilea,Marsileaceae,6,Restricted
Nymphoides elegans,Nymphoides,Menyanthaceae,6,Restricted
Nymphoides spinulosperma,Nymphoides,Menyanthaceae,6,Restricted
Oserya perpusilla,Oserya,Podostemaceae,6,Restricted
Otachyrium aquaticum,Otachyrium,Poaceae,6,Restricted
Ottelia cordata,Ottelia,Hydrocharitaceae,6,Restricted
Persicaria rubricaulis,Persicaria,Polygonaceae,6,Restricted
Persicaria segetum,Persicaria,Polygonaceae,6,Restricted
Pogogyne floribunda,Pogogyne,Lamiaceae,6,Restricted
Ranunculus trullifolius,Ranunculus,Ranunculaceae,6,Restricted
Rhyncholacis applanata,Rhyncholacis,Podostemaceae,6,Restricted
Rhyncholacis linearis,Rhyncholacis,Podostemaceae,6,Restricted
Rhyncholacis oligandra,Rhyncholacis,Podostemaceae,6,Restricted
Rotala fluitans,Rotala,Lythraceae,6,Restricted
Rotala fontinalis,Rotala,Lythraceae,6,Restricted
Rotala hippuris,Rotala,Lythraceae,6,Restricted
Senecio oligophyllus,Senecio,Asteraceae,6,Restricted
Syngonanthus spongiosus,Syngonanthus,Eriocaulaceae,6,Restricted
Tiedemannia canbyi,Tiedemannia,Apiaceae,6,Restricted
Utricularia arnhemica,Utricularia,Lentibulariaceae,6,Restricted
Utricularia kamienskii,Utricularia,Lentibulariaceae,6,Restricted
Utricularia perversa,Utricularia,Lentibulariaceae,6,Restricted
Utricularia raynalii,Utricularia,Lentibulariaceae,6,Restricted
Utricularia tetraloba,Utricularia,Lentibulariaceae,6,Restricted
Wiesneria filifolia,Wiesneria,Alismataceae,6,Restricted
Xyris sparsifolia,Xyris,Xyridaceae,6,Restricted
Agrostis bourgaei,Agrostis,Poaceae,5,Highly restricted
Aponogeton angustifolius,Aponogeton,Aponogetonaceae,5,Highly restricted
Aponogeton hexatepalus,Aponogeton,Aponogetonaceae,5,Highly restricted
Aponogeton undulatus,Aponogeton,Aponogetonaceae,5,Highly restricted
Aquarius cylindricus,Aquarius,Alismataceae,5,Highly restricted
Astonia australiensis,Astonia,Alismataceae,5,Highly restricted
Blumea lutea,Blumea,Asteraceae,5,Highly restricted
Buchnera bowalensis,Buchnera,Orobanchaceae,5,Highly restricted
Caldesia grandis,Caldesia,Alismataceae,5,Highly restricted
Callitriche stenoptera,Callitriche,Plantaginaceae,5,Highly restricted
Calystegia binghamiae,Calystegia,Convolvulaceae,5,Highly restricted
Caperonia linearifolia,Caperonia,Euphorbiaceae,5,Highly restricted
Ceratopteris richardii,Ceratopteris,Pteridaceae,5,Highly restricted
Crinum campanulatum,Crinum,Amaryllidaceae,5,Highly restricted
Crinum thaianum,Crinum,Amaryllidaceae,5,Highly restricted
Cuphea scolnikiae,Cuphea,Lythraceae,5,Highly restricted
Dopatrium baoulense,Dopatrium,Plantaginaceae,5,Highly restricted
Eleocharis fluctuans,Eleocharis,Cyperaceae,5,Highly restricted
Eleocharis pachycarpa,Eleocharis,Cyperaceae,5,Highly restricted
Eleocharis urceolata,Eleocharis,Cyperaceae,5,Highly restricted
Endocaulos mangorense,Endocaulos,Podostemaceae,5,Highly restricted
Epilobium anatolicum,Epilobium,Onagraceae,5,Highly restricted
Eriocaulon kinlochii,Eriocaulon,Eriocaulaceae,5,Highly restricted
Eriocaulon molinae,Eriocaulon,Eriocaulaceae,5,Highly restricted
Eriocaulon singulare,Eriocaulon,Eriocaulaceae,5,Highly restricted
Eriocaulon varium,Eriocaulon,Eriocaulaceae,5,Highly restricted
Genlisea margaretae,Genlisea,Lentibulariaceae,5,Highly restricted
Heteranthera lutea,Heteranthera,Pontederiaceae,5,Highly restricted
Hippeastrum angustifolium,Hippeastrum,Amaryllidaceae,5,Highly restricted
Hippeastrum santacatarina,Hippeastrum,Amaryllidaceae,5,Highly restricted
Hydropectis stevensii,Hydropectis,Asteraceae,5,Highly restricted
